SR_PCODE,TS_PCODE,region,township,hospital_name,level,bed,lat,long,coordinates
MMR009,MMR009023,မကွေးတိုင်းဒေသကြီး,ဂန့်ဂေါ,ကျောတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.9231,94.3609,"94.3609,21.9231,0"
MMR009,MMR009023,မကွေးတိုင်းဒေသကြီး,ဂန့်ဂေါ,မင်းရွာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.02091,94.09176,"94.09176,22.02091,0"
MMR009,MMR009023,မကွေးတိုင်းဒေသကြီး,ဂန့်ဂေါ,ဟံသာဝတီတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.71902,94.0706,"94.0706,22.71902,0"
MMR009,MMR009023,မကွေးတိုင်းဒေသကြီး,ဂန့်ဂေါ,မြောက်ခင်ရမ်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.65765,94.10051,"94.10051,22.65765,0"
MMR009,MMR009024,မကွေးတိုင်းဒေသကြီး,ထီးလင်း,ထီးလင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,25,21.6937,94.0982,"94.0982,21.6937,0"
MMR009,MMR009024,မကွေးတိုင်းဒေသကြီး,ထီးလင်း,ဆေးမှင်တောတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.8917,94.1136,"94.1136,21.8917,0"
MMR009,MMR009024,မကွေးတိုင်းဒေသကြီး,ထီးလင်း,ကျင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.62147,94.27699,"94.27699,21.62147,0"
MMR009,MMR009024,မကွေးတိုင်းဒေသကြီး,ထီးလင်း,ရေမျက်နီတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.92159,94.21807,"94.21807,21.92159,0"
MMR009,MMR009025,မကွေးတိုင်းဒေသကြီး,ဆော,‌ဆောမြို့နယ်ဆေးရုံ,မြို့နယ်,25,21.15362,94.15533,"94.15533,21.15362,0"
MMR009,MMR009025,မကွေးတိုင်းဒေသကြီး,ဆော,‌ကျောက်ထုတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.4029,94.1431,"94.1431,21.4029,0"
MMR009,MMR009025,မကွေးတိုင်းဒေသကြီး,ဆော,လောင်းရှည်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.008,94.14,"94.14,21.008,0"
MMR010,MMR010001,မန္တလေးတိုင်းဒေသကြီး,အောင်မြေသာစံ,မျက်စိ၊နား၊နှာခေါင်းနှင့်လည်ချောင်းရောဂါကုဆေးရုံ,NA,150,21.98697,96.08299,"96.08299,21.98697,0"
MMR010,MMR010001,မန္တလေးတိုင်းဒေသကြီး,အောင်မြေသာစံ,အလုပ်သမားဆေးရုံ,NA,150,NA,NA,NA
MMR010,MMR010001,မန္တလေးတိုင်းဒေသကြီး,အောင်မြေသာစံ,တိုင်းရင်းဆေးရုံ,NA,50,NA,NA,NA
MMR010,MMR010001,မန္တလေးတိုင်းဒေသကြီး,အောင်မြေသာစံ,အကျဉ်းဦးစီးဌာနဆေးရုံ,NA,50,NA,NA,NA
MMR010,MMR010001,မန္တလေးတိုင်းဒေသကြီး,အောင်မြေသာစံ,ဇီဝိတဒါနသံဃာ့ဆေးရုံ,NA,50,NA,NA,NA
MMR010,MMR010002,မန္တလေးတိုင်းဒေသကြီး,ချမ်းအေးသာဇံ,မန္တလေးပြည်သူ့ဆေးရုံကြီး,NA,1500,21.97656,96.09196,"96.09196,21.97656,0"
MMR010,MMR010002,မန္တလေးတိုင်းဒေသကြီး,ချမ်းအေးသာဇံ,ကလေးရောဂါအထူးကုဆေးရုံကြီး(မန္တလေး),NA,550,21.97749,96.09167,"96.09167,21.97749,0"
MMR010,MMR010002,မန္တလေးတိုင်းဒေသကြီး,ချမ်းအေးသာဇံ,ဗဟိုအမျိုးသမီးဆေးရုံ,NA,550,21.97597,96.10254,"96.10254,21.97597,0"
MMR010,MMR010002,မန္တလေးတိုင်းဒေသကြီး,ချမ်းအေးသာဇံ,ကလေးရောဂါအထူးကုဆေးရုံကြီး,NA,300,21.97964,96.10565,"96.10565,21.97964,0"
MMR010,MMR010002,မန္တလေးတိုင်းဒေသကြီး,ချမ်းအေးသာဇံ,ကူးစက်ရောဂါကုဆေးရုံ,NA,50,21.9728,96.05985,"96.05985,21.9728,0"
MMR010,MMR010003,မန္တလေးတိုင်းဒေသကြီး,မဟာအောင်မြေ,တက္ကသိုလ်ဆေးရုံ,NA,16,21.95634,96.09949,"96.09949,21.95634,0"
MMR010,NA,မန္တလေးတိုင်းဒေသကြီး,NA,သင်ကြားရေးဆေးရုံကြီး,NA,NA,21.94746,96.11128,"96.11128,21.94746,0"
MMR010,MMR010004,မန္တလေးတိုင်းဒေသကြီး,ချမ်းမြသာစည်,အရိုးရောဂါအထူးကုဆေးရုံကြီး,NA,500,21.94323,96.1111,"96.1111,21.94323,0"
MMR010,MMR010004,မန္တလေးတိုင်းဒေသကြီး,ချမ်းမြသာစည်,ကုတင်(၃၀၀)ဆေးရုံ,NA,500,NA,NA,NA
MMR010,NA,မန္တလေးတိုင်းဒေသကြီး,NA,စိတ်ကျန်းမာရေးဆေးရုံ,NA,NA,21.87132,96.17698,"96.17698,21.87132,0"
MMR010,MMR010006,မန္တလေးတိုင်းဒေသကြီး,အမရပူရ,တမုတ်ဆိုးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.84392,96.15766,"96.15766,21.84392,0"
MMR010,MMR010006,မန္တလေးတိုင်းဒေသကြီး,အမရပူရ,အမရပူရမြို့နယ်ဆေးရုံ,မြို့နယ်,25,21.8977,96.04845,"96.04845,21.8977,0"
MMR010,MMR010006,မန္တလေးတိုင်းဒေသကြီး,အမရပူရ,ရဲလွန်ကျော်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.83492,96.00014,"96.00014,21.83492,0"
MMR010,MMR010006,မန္တလေးတိုင်းဒေသကြီး,အမရပူရ,တလင်းကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.8121,96.11637,"96.11637,21.8121,0"
MMR010,MMR010006,မန္တလေးတိုင်းဒေသကြီး,အမရပူရ,မီးရထားဆေးရုံ,NA,50,NA,NA,NA
MMR010,NA,မန္တလေးတိုင်းဒေသကြီး,NA,မူးယစ်ဆေးစွဲရောဂါကုဆေးရုံ,NA,NA,21.96718,96.10629,"96.10629,21.96718,0"
MMR010,MMR010007,မန္တလေးတိုင်းဒေသကြီး,ပုသိမ်ကြီး,တီဘီရောဂါကုဆေးရုံ,NA,200,21.99038,96.15217,"96.15217,21.99038,0"
MMR010,MMR010007,မန္တလေးတိုင်းဒေသကြီး,ပုသိမ်ကြီး,ပုသိမ်ကြီးမြို့နယ်ဆေးရုံ,မြို့နယ်,25,22.00456,96.16682,"96.16682,22.00456,0"
MMR010,MMR010007,မန္တလေးတိုင်းဒေသကြီး,ပုသိမ်ကြီး,​ကျောက်မီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.90547,96.18282,"96.18282,21.90547,0"
MMR010,MMR010007,မန္တလေးတိုင်းဒေသကြီး,ပုသိမ်ကြီး,နည်းပညာတက္ကသိုလ်ဆေးရုံ,NA,16,NA,NA,NA
MMR010,MMR010007,မန္တလေးတိုင်းဒေသကြီး,ပုသိမ်ကြီး,ကွန်ပျူတာတက္ကသိုလ်ဆေးရုံ,NA,16,NA,NA,NA
MMR010,MMR010008,မန္တလေးတိုင်းဒေသကြီး,ပြင်ဦးလွင်,ပြင်ဦးလွင်ပြည်သူ့ဆေးရုံကြီး,NA,300,22.0304,96.4669,"96.4669,22.0304,0"
MMR010,MMR010008,မန္တလေးတိုင်းဒေသကြီး,ပြင်ဦးလွင်,ဇီးပင်ကြီးဆေးရုံ,တိုက်နယ်,50,21.8914,96.31823,"96.31823,21.8914,0"
MMR010,MMR010008,မန္တလေးတိုင်းဒေသကြီး,ပြင်ဦးလွင်,ဝက်ဝံတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.0972,96.59191,"96.59191,22.0972,0"
MMR010,MMR010009,မန္တလေးတိုင်းဒေသကြီး,မတ္တရာ,အနာကြီးရောဂါအထူးကုဆေးရုံ,NA,200,22.30314,96.14819,"96.14819,22.30314,0"
MMR010,MMR010009,မန္တလေးတိုင်းဒေသကြီး,မတ္တရာ,မတ္တရာမြို့နယ်ဆေးရုံ,မြို့နယ်,50,22.21062,96.10414,"96.10414,22.21062,0"
MMR010,MMR010009,မန္တလေးတိုင်းဒေသကြီး,မတ္တရာ,​မြွေတလိုင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.2715,96.04533,"96.04533,22.2715,0"
MMR010,MMR010009,မန္တလေးတိုင်းဒေသကြီး,မတ္တရာ,သဖန်းဒေါက်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.1356,96.04045,"96.04045,22.1356,0"
MMR010,MMR010009,မန္တလေးတိုင်းဒေသကြီး,မတ္တရာ,ဥမှင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.2627,96.03041,"96.03041,22.2627,0"
MMR010,MMR010009,မန္တလေးတိုင်းဒေသကြီး,မတ္တရာ,တောင်ယာကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,NA,NA,NA
MMR010,MMR010009,မန္တလေးတိုင်းဒေသကြီး,မတ္တရာ,ဆည်တော်ကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.326,96.32457,"96.32457,22.326,0"
MMR010,MMR010010,မန္တလေးတိုင်းဒေသကြီး,စဉ့်ကူး,စဉ့်ကူးမြို့နယ်ဆေးရုံ,မြို့နယ်,50,22.5451,95.9953,"95.9953,22.5451,0"
MMR010,MMR010010,မန္တလေးတိုင်းဒေသကြီး,စဉ့်ကူး,ထုံးကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.4338,96.0244,"96.0244,22.4338,0"
MMR010,MMR010010,မန္တလေးတိုင်းဒေသကြီး,စဉ့်ကူး,ကျည်​တောက်ပေါက်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.6916,96.02111,"96.02111,22.6916,0"
MMR010,MMR010010,မန္တလေးတိုင်းဒေသကြီး,စဉ့်ကူး,သဲအင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.341,96.01807,"96.01807,22.341,0"
MMR010,MMR010011,မန္တလေးတိုင်းဒေသကြီး,မိုးကုတ်,မိုးကုတ်မြို့နယ်ဆေးရုံ,မြို့နယ်,100,22.9178,96.5002,"96.5002,22.9178,0"
MMR010,MMR010011,မန္တလေးတိုင်းဒေသကြီး,မိုးကုတ်,ကျပ်ပြင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,22.9003,96.42463,"96.42463,22.9003,0"
MMR010,MMR010012,မန္တလေးတိုင်းဒေသကြီး,သပိတ်ကျင်း,သပိတ်ကျင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,50,22.88652,95.98164,"95.98164,22.88652,0"
MMR010,MMR010012,မန္တလေးတိုင်းဒေသကြီး,သပိတ်ကျင်း,တကောင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.49431,96.00931,"96.00931,23.49431,0"
MMR010,MMR010012,မန္တလေးတိုင်းဒေသကြီး,သပိတ်ကျင်း,တွင်းငယ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.1091,96.01608,"96.01608,23.1091,0"
MMR010,MMR010012,မန္တလေးတိုင်းဒေသကြီး,သပိတ်ကျင်း,ကြာညှပ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,23.2431,95.99738,"95.99738,23.2431,0"
MMR010,MMR010013,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ဆည်,ကျောက်ဆည်ပြည်သူ့ဆေးရုံကြီး,NA,200,21.60976,96.12762,"96.12762,21.60976,0"
MMR010,MMR010013,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ဆည်,မင်းစုဆေးရုံ,တိုက်နယ်,25,21.5114,96.13175,"96.13175,21.5114,0"
MMR010,MMR010013,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ဆည်,သံရွာဆေးရုံ,တိုက်နယ်,25,21.4835,96.25678,"96.25678,21.4835,0"
MMR010,MMR010013,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ဆည်,​ဖျောက်ဆိပ်(စက်ရုံစုနယ်မြေ)ဆေးရုံ,တိုက်နယ်,25,21.591,96.26964,"96.26964,21.591,0"
MMR010,MMR010013,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ဆည်,စမာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.5592,96.06035,"96.06035,21.5592,0"
MMR010,MMR010014,မန္တလေးတိုင်းဒေသကြီး,စဉ့်ကိုင်,စဉ့်ကိုင်မြို့နယ်ဆေးရုံ,မြို့နယ်,50,21.7398,96.09601,"96.09601,21.7398,0"
MMR010,MMR010014,မန္တလေးတိုင်းဒေသကြီး,စဉ့်ကိုင်,စဉ့်ကိုင်မျက်စိရောဂါအထူးကုဆေးရုံ,NA,NA,21.7413,96.09195,"96.09195,21.7413,0"
MMR010,MMR010014,မန္တလေးတိုင်းဒေသကြီး,စဉ့်ကိုင်,ပုလိပ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.8133,96.04683,"96.04683,21.8133,0"
MMR010,MMR010015,မန္တလေးတိုင်းဒေသကြီး,မြစ်သား,မြစ်သားမြို့နယ်ဆေးရုံ,မြို့နယ်,50,21.4234,96.1327,"96.1327,21.4234,0"
MMR010,MMR010015,မန္တလေးတိုင်းဒေသကြီး,မြစ်သား,မိုင်းမောတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.3091,96.21203,"96.21203,21.3091,0"
MMR010,MMR010015,မန္တလေးတိုင်းဒေသကြီး,မြစ်သား,ကူမဲတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25,21.3591,96.15491,"96.15491,21.3591,0"
MMR010,MMR010015,မန္တလေးတိုင်းဒေသကြီး,မြစ်သား,ရွာခိုင်ကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.3476,96.25112,"96.25112,21.3476,0"
MMR010,MMR010015,မန္တလေးတိုင်းဒေသကြီး,မြစ်သား,မင်းဝန်,တိုက်နယ်,16,NA,NA,NA
MMR010,NA,မန္တလေးတိုင်းဒေသကြီး,NA,​ဂွေ့တိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,21.4963,96.02503,"96.02503,21.4963,0"
MMR010,MMR010016,မန္တလေးတိုင်းဒေသကြီး,တံတားဦး,တံတားဦးမြို့နယ်ဆေးရုံ,မြို့နယ်,50,21.81616,95.96683,"95.96683,21.81616,0"
MMR010,MMR010016,မန္တလေးတိုင်းဒေသကြီး,တံတားဦး,သိန္ဒီကန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.5813,95.90721,"95.90721,21.5813,0"
MMR010,MMR010016,မန္တလေးတိုင်းဒေသကြီး,တံတားဦး,​တောင်ပြုံးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.7142,95.84005,"95.84005,21.7142,0"
MMR010,MMR010016,မန္တလေးတိုင်းဒေသကြီး,တံတားဦး,​ညောင်ဝန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.4902,95.9639,"95.9639,21.4902,0"
MMR010,MMR010017,မန္တလေးတိုင်းဒေသကြီး,မြင်းခြံ,မြင်းခြံပြည်သူ့ဆေးရုံ,မြို့နယ်,100,21.47494,95.38937,"95.38937,21.47494,0"
MMR010,MMR010017,မန္တလေးတိုင်းဒေသကြီး,မြင်းခြံ,ဆံမြိတ်ခုံတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.7331,95.4258,"95.4258,21.7331,0"
MMR010,MMR010017,မန္တလေးတိုင်းဒေသကြီး,မြင်းခြံ,ထနောင်းတိုင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.3977,95.31185,"95.31185,21.3977,0"
MMR010,MMR010017,မန္တလေးတိုင်းဒေသကြီး,မြင်းခြံ,ယုံတိုးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.543,95.53474,"95.53474,21.543,0"
MMR010,MMR010018,မန္တလေးတိုင်းဒေသကြီး,တောင်သာ,​တောင်သာမြို့နယ်ဆေးရုံ,မြို့နယ်,50,21.26801,95.44879,"95.44879,21.26801,0"
MMR010,MMR010018,မန္တလေးတိုင်းဒေသကြီး,တောင်သာ,ဝဲလောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.1539,95.38352,"95.38352,21.1539,0"
MMR010,MMR010018,မန္တလေးတိုင်းဒေသကြီး,တောင်သာ,​ကျော်ဇီတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.3172,95.18161,"95.18161,21.3172,0"
MMR010,MMR010018,မန္တလေးတိုင်းဒေသကြီး,တောင်သာ,ဇဂျမ်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.2596,95.3067,"95.3067,21.2596,0"
MMR010,MMR010018,မန္တလေးတိုင်းဒေသကြီး,တောင်သာ,ရုံးစည်ကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.198,95.58514,"95.58514,21.198,0"
MMR010,MMR010019,မန္တလေးတိုင်းဒေသကြီး,နွားထိုးကြီး,နွားထိုးကြီးမြို့နယ်ဆေးရုံ,မြို့နယ်,50,21.4252,95.6608,"95.6608,21.4252,0"
MMR010,MMR010019,မန္တလေးတိုင်းဒေသကြီး,နွားထိုးကြီး,တံဇိုးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.3845,95.5055,"95.5055,21.3845,0"
MMR010,MMR010019,မန္တလေးတိုင်းဒေသကြီး,နွားထိုးကြီး,ဝက်လူးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.5273,95.7403,"95.7403,21.5273,0"
MMR010,MMR010019,မန္တလေးတိုင်းဒေသကြီး,နွားထိုးကြီး,ကန်နားတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.4625,95.87206,"95.87206,21.4625,0"
MMR010,MMR010020,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ပန်းတောင်း,​ကျောက်ပန်းတောင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,50,20.83438,95.12023,"95.12023,20.83438,0"
MMR010,MMR010020,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ပန်းတောင်း,ပုပ္ပါးသံဃာဆေးရုံ(တဆ),NA,25,20.9368,95.20067,"95.20067,20.9368,0"
MMR010,MMR010020,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ပန်းတောင်း,​ပွေးကျစ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,25,20.6501,95.12008,"95.12008,20.6501,0"
MMR010,MMR010020,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ပန်းတောင်း,လက်ပံပြားတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25,20.8169,95.38698,"95.38698,20.8169,0"
MMR010,MMR010020,မန္တလေးတိုင်းဒေသကြီး,ကျောက်ပန်းတောင်း,ပုပ္ပါးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25,20.9346,95.206,"95.206,20.9346,0"
MMR010,MMR010021,မန္တလေးတိုင်းဒေသကြီး,ငါန်းဇွန်,ငါန်းဇွန်မြို့နယ်ဆေးရုံ,မြို့နယ်,50,21.8985,95.6886,"95.6886,21.8985,0"
MMR010,MMR010021,မန္တလေးတိုင်းဒေသကြီး,ငါန်းဇွန်,ငါးမြှားကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.7872,95.46595,"95.46595,21.7872,0"
MMR010,MMR010021,မန္တလေးတိုင်းဒေသကြီး,ငါန်းဇွန်,မြို့သာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.6889,95.7185,"95.7185,21.6889,0"
MMR010,MMR010022,မန္တလေးတိုင်းဒေသကြီး,ညောင်ဦး,​ညောင်ဦးပြည်သူ့ဆေးရုံ,NA,200,21.199,94.9134,"94.9134,21.199,0"
MMR010,MMR010022,မန္တလေးတိုင်းဒေသကြီး,ညောင်ဦး,ငါ့သရောက်မြို့နယ်ခွဲဆေးရုံ,မြို့နယ်,16,21.1496,95.13896,"95.13896,21.1496,0"
MMR010,MMR010022,မန္တလေးတိုင်းဒေသကြီး,ညောင်ဦး,ပုဂံမြို့သစ်ဆေးရုံ,တိုက်နယ်,16,21.1695,94.86616,"94.86616,21.1695,0"
MMR010,MMR010022,မန္တလေးတိုင်းဒေသကြီး,ညောင်ဦး,​တောင်ဇင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.0347,95.01683,"95.01683,21.0347,0"
MMR010,MMR010022,မန္တလေးတိုင်းဒေသကြီး,ညောင်ဦး,စဉ့်ကူးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.933,94.86334,"94.86334,20.933,0"
MMR010,MMR010023,မန္တလေးတိုင်းဒေသကြီး,ရမည်းသင်း,ရမည်းသင်းပြည်သူ့ဆေးရုံ,NA,NA,20.4306,96.1397,"96.1397,20.4306,0"
MMR010,MMR010023,မန္တလေးတိုင်းဒေသကြီး,ရမည်းသင်း,သစ်ဆုံကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,20.4615,95.8643,"95.8643,20.4615,0"
MMR010,MMR010023,မန္တလေးတိုင်းဒေသကြီး,ရမည်းသင်း,ရွာတန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,20.4792,96.00709,"96.00709,20.4792,0"
MMR010,MMR010023,မန္တလေးတိုင်းဒေသကြီး,ရမည်းသင်း,ထီးလှိုင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,20.3691,96.2084,"96.2084,20.3691,0"
MMR010,MMR010023,မန္တလေးတိုင်းဒေသကြီး,ရမည်းသင်း,ပျားစီတိုက်နယ်ဆေးရုံ,တိုက်နယ်,NA,20.2842,95.94824,"95.94824,20.2842,0"
MMR010,MMR010024,မန္တလေးတိုင်းဒေသကြီး,ပျော်ဘွယ်,​ပျော်ဘွယ်မြို့နယ်ဆေးရုံ,မြို့နယ်,50,20.5914,96.04901,"96.04901,20.5914,0"
MMR010,MMR010024,မန္တလေးတိုင်းဒေသကြီး,ပျော်ဘွယ်,​ရွှေညောင်ဖူးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.5868,96.1956,"96.1956,20.5868,0"
MMR010,MMR010024,မန္တလေးတိုင်းဒေသကြီး,ပျော်ဘွယ်,ယင်းတော်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.7146,95.94259,"95.94259,20.7146,0"
MMR010,MMR010024,မန္တလေးတိုင်းဒေသကြီး,ပျော်ဘွယ်,တောင်​ညောင်ကုန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.5127,95.77454,"95.77454,20.5127,0"
MMR010,MMR010024,မန္တလေးတိုင်းဒေသကြီး,ပျော်ဘွယ်,ရန်အောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.5382,95.96111,"95.96111,20.5382,0"
MMR010,MMR010024,မန္တလေးတိုင်းဒေသကြီး,ပျော်ဘွယ်,အနောက်လျှော်ဖြူကုန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.6794,96.13945,"96.13945,20.6794,0"
MMR010,MMR010024,မန္တလေးတိုင်းဒေသကြီး,ပျော်ဘွယ်,သီးပင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.5986,95.94953,"95.94953,20.5986,0"
MMR010,MMR010024,မန္တလေးတိုင်းဒေသကြီး,ပျော်ဘွယ်,တိုင်းရင်းဆေးရုံ,NA,16,NA,NA,NA
MMR010,MMR010028,မန္တလေးတိုင်းဒေသကြီး,မိတ္ထီလာ,မိတ္ထီလာပြည်သူ့ဆေးရုံကြီး,NA,200,20.87542,95.84292,"95.84292,20.87542,0"
MMR010,MMR010028,မန္တလေးတိုင်းဒေသကြီး,မိတ္ထီလာ,ရှမ်းမငယ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.8385,95.61742,"95.61742,20.8385,0"
MMR010,MMR010028,မန္တလေးတိုင်းဒေသကြီး,မိတ္ထီလာ,အလယ်ရွာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.7668,95.77357,"95.77357,20.7668,0"
MMR010,MMR010029,မန္တလေးတိုင်းဒေသကြီး,မလှိုင်,မလှိုင်မြို့နယ်ဆေးရုံ,မြို့နယ်,50,21.09854,95.64536,"95.64536,21.09854,0"
MMR010,MMR010029,မန္တလေးတိုင်းဒေသကြီး,မလှိုင်,​ကျောက်တန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.0654,95.57913,"95.57913,21.0654,0"
MMR010,MMR010029,မန္တလေးတိုင်းဒေသကြီး,မလှိုင်,ဆည်တိုတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,20.9437,95.60418,"95.60418,20.9437,0"
MMR010,MMR010029,မန္တလေးတိုင်းဒေသကြီး,မလှိုင်,​နှောကန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.2368,95.70198,"95.70198,21.2368,0"
MMR010,MMR010030,မန္တလေးတိုင်းဒေသကြီး,သာစည်,သာစည်မြို့နယ်ဆေးရုံ,မြို့နယ်,50,20.85105,96.04723,"96.04723,20.85105,0"
MMR010,MMR010030,မန္တလေးတိုင်းဒေသကြီး,သာစည်,ယင်းမာပင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,25,20.7575,96.3145,"96.3145,20.7575,0"
MMR010,MMR010030,မန္တလေးတိုင်းဒေသကြီး,သာစည်,​ညောင်ရမ်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25,20.7525,96.0424,"96.0424,20.7525,0"
MMR010,MMR010030,မန္တလေးတိုင်းဒေသကြီး,သာစည်,ဟံဇားတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25,20.9926,96.0367,"96.0367,20.9926,0"
MMR010,MMR010031,မန္တလေးတိုင်းဒေသကြီး,ဝမ်းတွင်း,ဝမ်းတွင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,50,21.0945,96.0251,"96.0251,21.0945,0"
MMR010,MMR010031,မန္တလေးတိုင်းဒေသကြီး,ဝမ်းတွင်း,ပင်းတလဲတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.1723,95.84848,"95.84848,21.1723,0"
MMR010,MMR010031,မန္တလေးတိုင်းဒေသကြီး,ဝမ်းတွင်း,​နေပူကုန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.1901,95.93997,"95.93997,21.1901,0"
MMR010,MMR010031,မန္တလေးတိုင်းဒေသကြီး,ဝမ်းတွင်း,​ညောင်အုပ်ဖီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,21.1202,96.09872,"96.09872,21.1202,0"
MMR011,MMR011001,မွန်ပြည်နယ်,မော်လမြိုင်,မော်လမြိုင်ပြည်သူ့ဆေးရုံကြီး,NA,500,16.47111,97.6277,"97.6277,16.47111,0"
MMR011,MMR011001,မွန်ပြည်နယ်,မော်လမြိုင်,အမျိုးသမီးနှင့်ကလေးဆေးရုံ,NA,200,16.482,97.627,"97.627,16.482,0"
MMR011,MMR011001,မွန်ပြည်နယ်,မော်လမြိုင်,တက္ကသိုလ်ဆေးရုံ,NA,16,16.48988,97.62958,"97.62958,16.48988,0"
MMR011,MMR011001,မွန်ပြည်နယ်,မော်လမြိုင်,ကတိုးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16,16.57658,97.66082,"97.66082,16.57658,0"
